0,-1000,0
-0.00812693,19.3438,-1.05098
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812726,19.343,-1.05093
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812693,19.3438,-1.05098
-0.00812693,19.3438,-1.05098
-0.00812693,19.3438,-1.05098
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812729,19.343,-1.05092
-0.00812726,19.343,-1.05093
-0.00812726,19.343,-1.05093
-0.00812693,19.3438,-1.05098
-0.00985431,15.953,-0.866751
-0.00985431,15.953,-0.866751
-0.00985431,15.953,-0.866751
-0.00985438,15.9528,-0.8668
0,-1000,0
0,-1000,0
-0.00985476,15.9523,-0.866759
-0.00985474,15.9523,-0.866761
-0.00985474,15.9523,-0.866761
-0.00985474,15.9523,-0.866761
-0.0098544,15.9528,-0.866798
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
-0.00985474,15.9523,-0.866761
-0.00812721,19.3432,-1.05093
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
0,-1000,0
